instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,daylight_hrs
13928,2012-08-08,3,1,8,12,False,3,True,2,0.8,0.7424,0.52,0.0,63,217,280,13.75
13929,2012-08-08,3,1,8,13,False,3,True,2,0.8,0.7424,0.52,0.0,101,212,313,13.75
13930,2012-08-08,3,1,8,14,False,3,True,2,0.8,0.7424,0.52,0.2537,63,173,236,13.75
13931,2012-08-08,3,1,8,15,False,3,True,2,0.84,0.7576,0.44,0.194,110,168,278,13.75
13932,2012-08-08,3,1,8,16,False,3,True,2,0.8,0.7424,0.49,0.2836,113,328,441,13.75
13936,2012-08-08,3,1,8,20,False,3,True,1,0.74,0.697,0.66,0.194,76,424,500,13.75
13937,2012-08-08,3,1,8,21,False,3,True,1,0.74,0.697,0.66,0.1045,70,311,381,13.75
13938,2012-08-08,3,1,8,22,False,3,True,1,0.72,0.697,0.74,0.1045,35,198,233,13.75
13939,2012-08-08,3,1,8,23,False,3,True,1,0.72,0.6818,0.7,0.1343,16,120,136,13.75
13940,2012-08-09,3,1,8,0,False,4,True,1,0.72,0.697,0.74,0.194,16,51,67,13.75
13941,2012-08-09,3,1,8,1,False,4,True,1,0.7,0.6667,0.79,0.1343,5,23,28,13.75
13942,2012-08-09,3,1,8,2,False,4,True,1,0.7,0.6667,0.84,0.0896,2,12,14,13.75
13943,2012-08-09,3,1,8,3,False,4,True,1,0.68,0.6364,0.83,0.0896,1,5,6,13.75
13944,2012-08-09,3,1,8,4,False,4,True,2,0.68,0.6364,0.89,0.1343,0,10,10,13.75
13945,2012-08-09,3,1,8,5,False,4,True,2,0.66,0.5909,0.94,0.0,4,37,41,13.75
13946,2012-08-09,3,1,8,6,False,4,True,1,0.66,0.6061,0.83,0.1642,5,162,167,13.75
13947,2012-08-09,3,1,8,7,False,4,True,2,0.7,0.6667,0.84,0.1642,24,451,475,13.75
13949,2012-08-09,3,1,8,9,False,4,True,1,0.76,0.7273,0.66,0.1642,54,299,353,13.75
13950,2012-08-09,3,1,8,10,False,4,True,1,0.8,0.7576,0.55,0.2239,72,133,205,13.75
13951,2012-08-09,3,1,8,11,False,4,True,1,0.84,0.7576,0.44,0.0,94,166,260,13.75
13952,2012-08-09,3,1,8,12,False,4,True,1,0.84,0.7576,0.44,0.1045,85,192,277,13.75
13953,2012-08-09,3,1,8,13,False,4,True,1,0.86,0.7879,0.41,0.1045,80,201,281,13.75
13954,2012-08-09,3,1,8,14,False,4,True,1,0.88,0.7727,0.32,0.2239,86,161,247,13.75
13955,2012-08-09,3,1,8,15,False,4,True,1,0.88,0.7727,0.32,0.2239,63,204,267,13.75
13956,2012-08-09,3,1,8,16,False,4,True,1,0.86,0.7727,0.39,0.2537,97,320,417,13.75
13959,2012-08-09,3,1,8,19,False,4,True,1,0.8,0.7576,0.55,0.194,90,533,623,13.75
13960,2012-08-09,3,1,8,20,False,4,True,1,0.7,0.6515,0.54,0.2836,91,387,478,13.75
13961,2012-08-09,3,1,8,21,False,4,True,2,0.7,0.6515,0.58,0.1642,50,286,336,13.75
13962,2012-08-09,3,1,8,22,False,4,True,2,0.66,0.6212,0.69,0.2239,41,218,259,13.75
13963,2012-08-09,3,1,8,23,False,4,True,1,0.66,0.6212,0.74,0.0,19,137,156,13.75
13964,2012-08-10,3,1,8,0,False,5,True,1,0.7,0.6515,0.65,0.0896,17,68,85,13.75
13965,2012-08-10,3,1,8,1,False,5,True,1,0.7,0.6515,0.65,0.1045,6,35,41,13.75
13966,2012-08-10,3,1,8,2,False,5,True,1,0.7,0.6667,0.74,0.1642,6,14,20,13.75
13967,2012-08-10,3,1,8,3,False,5,True,2,0.72,0.697,0.79,0.194,3,6,9,13.75
13968,2012-08-10,3,1,8,4,False,5,True,3,0.7,0.6667,0.84,0.2836,0,7,7,13.75
13969,2012-08-10,3,1,8,5,False,5,True,3,0.7,0.6667,0.84,0.2836,4,29,33,13.75
13970,2012-08-10,3,1,8,6,False,5,True,3,0.64,0.5758,0.89,0.2985,3,41,44,13.75
13971,2012-08-10,3,1,8,7,False,5,True,3,0.64,0.5758,0.89,0.1045,5,128,133,13.75
13972,2012-08-10,3,1,8,8,False,5,True,3,0.62,0.5455,0.91,0.1642,7,112,119,13.75
13973,2012-08-10,3,1,8,9,False,5,True,2,0.64,0.5758,0.89,0.0,21,199,220,13.75
13974,2012-08-10,3,1,8,10,False,5,True,1,0.66,0.5909,0.89,0.1045,27,166,193,13.75
13975,2012-08-10,3,1,8,11,False,5,True,3,0.68,0.6364,0.79,0.1343,73,178,251,13.75
13976,2012-08-10,3,1,8,12,False,5,True,2,0.74,0.697,0.66,0.3582,75,240,315,13.75
13977,2012-08-10,3,1,8,13,False,5,True,2,0.76,0.7121,0.58,0.3582,66,224,290,13.75
13978,2012-08-10,3,1,8,14,False,5,True,1,0.76,0.7121,0.58,0.3582,71,236,307,13.75
13979,2012-08-10,3,1,8,15,False,5,True,1,0.8,0.7424,0.52,0.4478,100,224,324,13.75
13980,2012-08-10,3,1,8,16,False,5,True,1,0.78,0.7273,0.55,0.2985,96,371,467,13.75
13982,2012-08-10,3,1,8,18,False,5,True,1,0.76,0.7121,0.62,0.2985,88,552,640,13.75
13983,2012-08-10,3,1,8,19,False,5,True,1,0.76,0.7121,0.62,0.2836,98,394,492,13.75
13984,2012-08-10,3,1,8,20,False,5,True,1,0.74,0.697,0.66,0.2985,55,315,370,13.75
13985,2012-08-10,3,1,8,21,False,5,True,1,0.74,0.697,0.66,0.2537,50,236,286,13.75
13986,2012-08-10,3,1,8,22,False,5,True,1,0.72,0.697,0.74,0.2836,50,168,218,13.75
13987,2012-08-10,3,1,8,23,False,5,True,1,0.72,0.6818,0.7,0.2836,33,159,192,13.75
13988,2012-08-11,3,1,8,0,False,6,False,1,0.7,0.6515,0.7,0.2836,38,142,180,13.75
13989,2012-08-11,3,1,8,1,False,6,False,1,0.66,0.6212,0.74,0.2239,32,84,116,13.75
13990,2012-08-11,3,1,8,2,False,6,False,3,0.64,0.5909,0.78,0.194,19,66,85,13.75
13991,2012-08-11,3,1,8,3,False,6,False,3,0.62,0.5758,0.83,0.1642,2,19,21,13.75
13992,2012-08-11,3,1,8,4,False,6,False,1,0.62,0.5758,0.83,0.1045,3,7,10,13.75
13993,2012-08-11,3,1,8,5,False,6,False,1,0.62,0.5606,0.88,0.1045,2,9,11,13.75
13994,2012-08-11,3,1,8,6,False,6,False,2,0.62,0.5606,0.88,0.1045,5,18,23,13.75
13995,2012-08-11,3,1,8,7,False,6,False,1,0.64,0.5758,0.83,0.0896,8,54,62,13.75
13996,2012-08-11,3,1,8,8,False,6,False,1,0.66,0.6061,0.83,0.1045,30,132,162,13.75
13997,2012-08-11,3,1,8,9,False,6,False,1,0.68,0.6364,0.79,0.194,54,217,271,13.75
13998,2012-08-11,3,1,8,10,False,6,False,1,0.72,0.6818,0.62,0.0896,125,282,407,13.75
13999,2012-08-11,3,1,8,11,False,6,False,1,0.74,0.697,0.66,0.1642,203,296,499,13.75
14000,2012-08-11,3,1,8,12,False,6,False,1,0.76,0.7121,0.58,0.2239,214,332,546,13.75
14001,2012-08-11,3,1,8,13,False,6,False,1,0.8,0.7424,0.49,0.3582,228,341,569,13.75
14002,2012-08-11,3,1,8,14,False,6,False,1,0.8,0.7424,0.49,0.2985,248,290,538,13.75
14003,2012-08-11,3,1,8,15,False,6,False,1,0.8,0.7273,0.46,0.2836,246,316,562,13.75
14004,2012-08-11,3,1,8,16,False,6,False,1,0.8,0.7273,0.46,0.2985,227,304,531,13.75
14005,2012-08-11,3,1,8,17,False,6,False,3,0.74,0.697,0.66,0.3582,220,292,512,13.75
14006,2012-08-11,3,1,8,18,False,6,False,2,0.7,0.6667,0.74,0.2985,107,193,300,13.75
14007,2012-08-11,3,1,8,19,False,6,False,2,0.66,0.5909,0.89,0.1045,97,178,275,13.75
14008,2012-08-11,3,1,8,20,False,6,False,3,0.66,0.5909,0.89,0.4179,31,129,160,13.75
14009,2012-08-11,3,1,8,21,False,6,False,2,0.66,0.5909,0.89,0.1642,26,102,128,13.75
14010,2012-08-11,3,1,8,22,False,6,False,2,0.66,0.5909,0.89,0.1642,40,128,168,13.75
14011,2012-08-11,3,1,8,23,False,6,False,3,0.66,0.6061,0.78,0.1642,42,121,163,13.75
14012,2012-08-12,3,1,8,0,False,0,False,2,0.64,0.6061,0.73,0.1343,24,96,120,13.75
14013,2012-08-12,3,1,8,1,False,0,False,1,0.62,0.5909,0.78,0.1343,21,92,113,13.75
14014,2012-08-12,3,1,8,2,False,0,False,1,0.64,0.6061,0.69,0.1343,19,67,86,13.75
14015,2012-08-12,3,1,8,3,False,0,False,1,0.62,0.5909,0.73,0.0896,11,37,48,13.75
14016,2012-08-12,3,1,8,4,False,0,False,1,0.64,0.6061,0.69,0.0896,2,8,10,13.75
14017,2012-08-12,3,1,8,5,False,0,False,1,0.64,0.6212,0.61,0.194,1,9,10,13.75
14018,2012-08-12,3,1,8,6,False,0,False,1,0.64,0.6061,0.65,0.1642,2,14,16,13.75
14019,2012-08-12,3,1,8,7,False,0,False,1,0.64,0.6061,0.65,0.1343,9,30,39,13.75
14020,2012-08-12,3,1,8,8,False,0,False,1,0.66,0.6212,0.54,0.2239,35,84,119,13.75
14021,2012-08-12,3,1,8,9,False,0,False,1,0.7,0.6515,0.48,0.2239,64,153,217,13.75
14022,2012-08-12,3,1,8,10,False,0,False,1,0.7,0.6515,0.51,0.1642,88,240,328,13.75
14023,2012-08-12,3,1,8,11,False,0,False,1,0.74,0.6667,0.42,0.1642,167,282,449,13.75
14024,2012-08-12,3,1,8,12,False,0,False,1,0.74,0.6667,0.42,0.194,163,342,505,13.75
14025,2012-08-12,3,1,8,13,False,0,False,1,0.78,0.697,0.4,0.0,178,365,543,13.75
14026,2012-08-12,3,1,8,14,False,0,False,1,0.76,0.6818,0.4,0.194,213,366,579,13.75
14027,2012-08-12,3,1,8,15,False,0,False,1,0.76,0.6818,0.4,0.1343,235,342,577,13.75
14028,2012-08-12,3,1,8,16,False,0,False,1,0.76,0.6818,0.4,0.1045,213,300,513,13.75
14029,2012-08-12,3,1,8,17,False,0,False,1,0.8,0.697,0.33,0.0,186,319,505,13.75
14030,2012-08-12,3,1,8,18,False,0,False,1,0.78,0.6818,0.35,0.1045,164,327,491,13.75
14031,2012-08-12,3,1,8,19,False,0,False,1,0.74,0.6515,0.4,0.1343,148,317,465,13.75
14032,2012-08-12,3,1,8,20,False,0,False,1,0.72,0.6515,0.45,0.0,96,204,300,13.75
14033,2012-08-12,3,1,8,21,False,0,False,1,0.72,0.6667,0.51,0.0896,78,142,220,13.75
14034,2012-08-12,3,1,8,22,False,0,False,1,0.7,0.6515,0.58,0.1343,40,141,181,13.75
14035,2012-08-12,3,1,8,23,False,0,False,1,0.68,0.6364,0.61,0.0,25,85,110,13.75
14036,2012-08-13,3,1,8,0,False,1,True,1,0.66,0.6212,0.65,0.1045,14,33,47,13.75
14037,2012-08-13,3,1,8,1,False,1,True,1,0.66,0.6212,0.65,0.0896,3,11,14,13.75
14038,2012-08-13,3,1,8,2,False,1,True,1,0.64,0.6061,0.69,0.1045,1,8,9,13.75
14039,2012-08-13,3,1,8,3,False,1,True,1,0.64,0.6061,0.69,0.0,1,5,6,13.75
14040,2012-08-13,3,1,8,4,False,1,True,1,0.64,0.6061,0.69,0.1045,0,11,11,13.75
14041,2012-08-13,3,1,8,5,False,1,True,1,0.64,0.6061,0.69,0.1045,3,33,36,13.75
14042,2012-08-13,3,1,8,6,False,1,True,1,0.62,0.5909,0.73,0.0896,4,155,159,13.75
14043,2012-08-13,3,1,8,7,False,1,True,1,0.66,0.6212,0.65,0.1343,11,425,436,13.75
14045,2012-08-13,3,1,8,9,False,1,True,2,0.74,0.6667,0.45,0.0,40,265,305,13.75
14046,2012-08-13,3,1,8,10,False,1,True,2,0.76,0.6818,0.4,0.0,88,111,199,13.75
14047,2012-08-13,3,1,8,11,False,1,True,1,0.76,0.6818,0.4,0.0896,94,151,245,13.75
14048,2012-08-13,3,1,8,12,False,1,True,1,0.78,0.697,0.4,0.194,96,180,276,13.75
14049,2012-08-13,3,1,8,13,False,1,True,1,0.78,0.697,0.4,0.1642,79,175,254,13.75
14050,2012-08-13,3,1,8,14,False,1,True,1,0.8,0.697,0.33,0.1045,85,163,248,13.75
14051,2012-08-13,3,1,8,15,False,1,True,1,0.82,0.7273,0.34,0.2239,80,194,274,13.75
14052,2012-08-13,3,1,8,16,False,1,True,1,0.8,0.7121,0.36,0.0896,116,348,464,13.75
14055,2012-08-13,3,1,8,19,False,1,True,1,0.74,0.6818,0.58,0.1642,88,467,555,13.75
14056,2012-08-13,3,1,8,20,False,1,True,1,0.74,0.6818,0.62,0.2239,58,374,432,13.75
14057,2012-08-13,3,1,8,21,False,1,True,1,0.72,0.6818,0.66,0.194,44,246,290,13.75
14058,2012-08-13,3,1,8,22,False,1,True,1,0.72,0.6818,0.62,0.3284,44,148,192,13.75
14059,2012-08-13,3,1,8,23,False,1,True,1,0.7,0.6515,0.7,0.2239,28,100,128,13.75
14060,2012-08-14,3,1,8,0,False,2,True,1,0.7,0.6667,0.74,0.2239,12,48,60,13.75
14061,2012-08-14,3,1,8,1,False,2,True,1,0.68,0.6364,0.79,0.2537,8,19,27,13.75
14062,2012-08-14,3,1,8,2,False,2,True,2,0.68,0.6364,0.83,0.194,2,9,11,13.75
14063,2012-08-14,3,1,8,3,False,2,True,2,0.68,0.6364,0.83,0.194,0,3,3,13.75
14064,2012-08-14,3,1,8,4,False,2,True,2,0.68,0.6364,0.83,0.194,0,5,5,13.75
14065,2012-08-14,3,1,8,5,False,2,True,2,0.68,0.6364,0.89,0.194,1,35,36,13.75
14066,2012-08-14,3,1,8,6,False,2,True,3,0.64,0.5758,0.83,0.194,1,63,64,13.75
14067,2012-08-14,3,1,8,7,False,2,True,2,0.66,0.6061,0.83,0.0896,1,178,179,13.75
14068,2012-08-14,3,1,8,8,False,2,True,2,0.66,0.5909,0.89,0.0896,27,591,618,13.75
14069,2012-08-14,3,1,8,9,False,2,True,2,0.7,0.6667,0.74,0.0,48,354,402,13.75
14070,2012-08-14,3,1,8,10,False,2,True,1,0.7,0.6667,0.79,0.1045,53,155,208,13.75
14071,2012-08-14,3,1,8,11,False,2,True,1,0.74,0.6818,0.62,0.0,69,127,196,13.75
14072,2012-08-14,3,1,8,12,False,2,True,1,0.78,0.7121,0.49,0.1343,93,207,300,13.75
14073,2012-08-14,3,1,8,13,False,2,True,1,0.8,0.7273,0.46,0.0896,83,203,286,13.75
14074,2012-08-14,3,1,8,14,False,2,True,1,0.82,0.7424,0.41,0.2239,80,175,255,13.75
14075,2012-08-14,3,1,8,15,False,2,True,1,0.82,0.7576,0.46,0.2239,84,199,283,13.75
14076,2012-08-14,3,1,8,16,False,2,True,1,0.82,0.7424,0.43,0.2239,95,363,458,13.75
14079,2012-08-14,3,1,8,19,False,2,True,1,0.76,0.7273,0.66,0.194,94,533,627,13.75
14080,2012-08-14,3,1,8,20,False,2,True,1,0.74,0.7121,0.74,0.2239,65,371,436,13.75
14081,2012-08-14,3,1,8,21,False,2,True,1,0.74,0.6818,0.62,0.2239,56,252,308,13.75
14082,2012-08-14,3,1,8,22,False,2,True,1,0.72,0.6818,0.66,0.0896,28,161,189,13.75
14083,2012-08-14,3,1,8,23,False,2,True,1,0.72,0.6818,0.66,0.1642,53,114,167,13.75
14084,2012-08-15,3,1,8,0,False,3,True,1,0.7,0.6515,0.61,0.194,8,52,60,13.75
14085,2012-08-15,3,1,8,1,False,3,True,1,0.7,0.6515,0.61,0.0,6,31,37,13.75
14086,2012-08-15,3,1,8,2,False,3,True,1,0.68,0.6364,0.65,0.0,1,7,8,13.75
14087,2012-08-15,3,1,8,3,False,3,True,1,0.66,0.6212,0.74,0.1045,1,10,11,13.75
14088,2012-08-15,3,1,8,4,False,3,True,1,0.64,0.5758,0.83,0.1045,0,4,4,13.75
14089,2012-08-15,3,1,8,5,False,3,True,1,0.64,0.5909,0.78,0.1045,4,35,39,13.75
14090,2012-08-15,3,1,8,6,False,3,True,1,0.64,0.5909,0.78,0.1045,12,160,172,13.75
14091,2012-08-15,3,1,8,7,False,3,True,2,0.66,0.6212,0.69,0.194,25,467,492,13.75
14093,2012-08-15,3,1,8,9,False,3,True,2,0.72,0.6818,0.62,0.194,57,310,367,13.75
14094,2012-08-15,3,1,8,10,False,3,True,2,0.72,0.6818,0.62,0.194,70,163,233,13.75
14095,2012-08-15,3,1,8,11,False,3,True,2,0.74,0.6818,0.58,0.194,80,155,235,13.75
14096,2012-08-15,3,1,8,12,False,3,True,1,0.74,0.6818,0.55,0.2239,77,230,307,13.75
14097,2012-08-15,3,1,8,13,False,3,True,2,0.78,0.7121,0.49,0.194,88,206,294,13.75
14098,2012-08-15,3,1,8,14,False,3,True,2,0.76,0.697,0.52,0.2985,94,161,255,13.75
14099,2012-08-15,3,1,8,15,False,3,True,1,0.76,0.697,0.52,0.2537,70,196,266,13.75
14100,2012-08-15,3,1,8,16,False,3,True,1,0.76,0.6818,0.48,0.194,91,340,431,13.75
14104,2012-08-15,3,1,8,20,False,3,True,1,0.7,0.6515,0.61,0.1343,72,355,427,13.75
14105,2012-08-15,3,1,8,21,False,3,True,1,0.7,0.6515,0.61,0.194,49,266,315,13.75
14106,2012-08-15,3,1,8,22,False,3,True,1,0.7,0.6515,0.61,0.1642,29,197,226,13.75
14107,2012-08-15,3,1,8,23,False,3,True,1,0.68,0.6364,0.65,0.1045,18,120,138,13.75
14108,2012-08-16,3,1,8,0,False,4,True,1,0.66,0.6212,0.69,0.0,13,63,76,13.75
14109,2012-08-16,3,1,8,1,False,4,True,1,0.64,0.6061,0.73,0.0,3,18,21,13.75
14110,2012-08-16,3,1,8,2,False,4,True,1,0.64,0.6061,0.69,0.194,0,15,15,13.75
14111,2012-08-16,3,1,8,3,False,4,True,1,0.62,0.5909,0.73,0.2537,0,4,4,13.75
14112,2012-08-16,3,1,8,4,False,4,True,1,0.62,0.5909,0.73,0.2239,2,3,5,13.75
14113,2012-08-16,3,1,8,5,False,4,True,1,0.6,0.5758,0.78,0.1642,7,30,37,13.75
14114,2012-08-16,3,1,8,6,False,4,True,1,0.6,0.5758,0.78,0.1642,3,162,165,13.75
14115,2012-08-16,3,1,8,7,False,4,True,1,0.64,0.6061,0.69,0.2239,16,448,464,13.75
14117,2012-08-16,3,1,8,9,False,4,True,1,0.72,0.6667,0.54,0.1045,41,296,337,13.75
14118,2012-08-16,3,1,8,10,False,4,True,1,0.74,0.6667,0.48,0.1343,78,121,199,13.75
14119,2012-08-16,3,1,8,11,False,4,True,1,0.76,0.6667,0.37,0.0896,83,191,274,13.75
14120,2012-08-16,3,1,8,12,False,4,True,1,0.8,0.697,0.33,0.1045,96,247,343,13.75
14121,2012-08-16,3,1,8,13,False,4,True,1,0.8,0.697,0.31,0.2239,81,219,300,13.75
14122,2012-08-16,3,1,8,14,False,4,True,1,0.82,0.7121,0.32,0.0,72,176,248,13.75
14123,2012-08-16,3,1,8,15,False,4,True,1,0.8,0.697,0.33,0.2537,63,197,260,13.75
14124,2012-08-16,3,1,8,16,False,4,True,1,0.82,0.7121,0.32,0.2239,79,340,419,13.75
14128,2012-08-16,3,1,8,20,False,4,True,1,0.76,0.6818,0.4,0.0896,100,414,514,13.75
14129,2012-08-16,3,1,8,21,False,4,True,1,0.74,0.6667,0.48,0.194,83,273,356,13.75
14130,2012-08-16,3,1,8,22,False,4,True,1,0.72,0.6667,0.51,0.1642,69,185,254,13.75
14131,2012-08-16,3,1,8,23,False,4,True,1,0.7,0.6515,0.54,0.1045,58,168,226,13.75
14132,2012-08-17,3,1,8,0,False,5,True,1,0.68,0.2424,0.57,0.1642,21,67,88,13.75
14133,2012-08-17,3,1,8,1,False,5,True,1,0.66,0.2424,0.65,0.1045,16,38,54,13.75
14134,2012-08-17,3,1,8,2,False,5,True,1,0.66,0.2424,0.61,0.1343,4,15,19,13.75
14135,2012-08-17,3,1,8,3,False,5,True,1,0.64,0.2424,0.65,0.1045,0,6,6,13.75
14136,2012-08-17,3,1,8,4,False,5,True,1,0.64,0.2424,0.73,0.1642,0,9,9,13.75
14137,2012-08-17,3,1,8,5,False,5,True,1,0.64,0.2424,0.73,0.1045,2,34,36,13.75
14138,2012-08-17,3,1,8,6,False,5,True,1,0.62,0.2424,0.78,0.1343,6,151,157,13.75
14139,2012-08-17,3,1,8,7,False,5,True,1,0.64,0.2424,0.73,0.1045,11,368,379,13.75
14141,2012-08-17,3,1,8,9,False,5,True,1,0.7,0.2424,0.58,0.1045,58,320,378,13.75
14142,2012-08-17,3,1,8,10,False,5,True,1,0.74,0.2424,0.55,0.1642,82,149,231,13.75
14143,2012-08-17,3,1,8,11,False,5,True,1,0.76,0.2424,0.52,0.2836,98,205,303,13.75
14144,2012-08-17,3,1,8,12,False,5,True,1,0.82,0.2424,0.41,0.2239,110,255,365,13.75
14145,2012-08-17,3,1,8,13,False,5,True,1,0.84,0.2424,0.36,0.3881,103,254,357,13.75
14146,2012-08-17,3,1,8,14,False,5,True,1,0.86,0.2424,0.34,0.4179,128,200,328,13.75
14147,2012-08-17,3,1,8,15,False,5,True,1,0.86,0.2424,0.3,0.4627,127,256,383,13.75
14148,2012-08-17,3,1,8,16,False,5,True,2,0.84,0.2424,0.32,0.4478,116,372,488,13.75
14151,2012-08-17,3,1,8,19,False,5,True,2,0.74,0.2424,0.55,0.3881,88,403,491,13.75
14152,2012-08-17,3,1,8,20,False,5,True,2,0.72,0.2424,0.58,0.2239,97,262,359,13.75
14153,2012-08-17,3,1,8,21,False,5,True,2,0.68,0.2424,0.69,0.2985,57,198,255,13.75
14154,2012-08-17,3,1,8,22,False,5,True,3,0.66,0.2424,0.83,0.194,43,170,213,13.75
14155,2012-08-17,3,1,8,23,False,5,True,3,0.64,0.2424,0.83,0.2239,21,100,121,13.75
14156,2012-08-18,3,1,8,0,False,6,False,2,0.64,0.5758,0.83,0.2239,6,99,105,13.75
14157,2012-08-18,3,1,8,1,False,6,False,3,0.62,0.5455,0.94,0.1642,14,78,92,13.75
14158,2012-08-18,3,1,8,2,False,6,False,3,0.62,0.5606,0.88,0.1642,4,39,43,13.75
14159,2012-08-18,3,1,8,3,False,6,False,1,0.62,0.5606,0.88,0.194,7,23,30,13.75
14160,2012-08-18,3,1,8,4,False,6,False,1,0.62,0.5909,0.73,0.2239,5,8,13,13.75
14161,2012-08-18,3,1,8,5,False,6,False,1,0.6,0.5758,0.78,0.2537,2,7,9,13.75
14162,2012-08-18,3,1,8,6,False,6,False,1,0.6,0.5606,0.83,0.2239,4,23,27,13.75
14163,2012-08-18,3,1,8,7,False,6,False,1,0.6,0.5606,0.83,0.2239,12,52,64,13.75
14164,2012-08-18,3,1,8,8,False,6,False,1,0.64,0.6061,0.69,0.2537,28,161,189,13.75
14165,2012-08-18,3,1,8,9,False,6,False,1,0.66,0.6212,0.65,0.2836,81,211,292,13.75
14166,2012-08-18,3,1,8,10,False,6,False,1,0.7,0.6515,0.54,0.1642,166,314,480,13.75
14167,2012-08-18,3,1,8,11,False,6,False,1,0.72,0.6667,0.51,0.0,180,356,536,13.75
14170,2012-08-18,3,1,8,14,False,6,False,1,0.76,0.6667,0.37,0.2836,242,356,598,13.75
14171,2012-08-18,3,1,8,15,False,6,False,1,0.76,0.6667,0.37,0.2239,250,346,596,13.75
14172,2012-08-18,3,1,8,16,False,6,False,1,0.76,0.6667,0.37,0.2537,287,354,641,13.75
14173,2012-08-18,3,1,8,17,False,6,False,1,0.76,0.6667,0.37,0.2239,256,379,635,13.75
14174,2012-08-18,3,1,8,18,False,6,False,1,0.74,0.6515,0.37,0.1642,225,329,554,13.75
14175,2012-08-18,3,1,8,19,False,6,False,1,0.7,0.6364,0.45,0.1642,164,324,488,13.75
14176,2012-08-18,3,1,8,20,False,6,False,1,0.7,0.6364,0.45,0.1045,99,242,341,13.75
14177,2012-08-18,3,1,8,21,False,6,False,1,0.66,0.6212,0.61,0.0,90,248,338,13.75
14178,2012-08-18,3,1,8,22,False,6,False,1,0.66,0.6212,0.61,0.0,90,171,261,13.75
14179,2012-08-18,3,1,8,23,False,6,False,1,0.64,0.6061,0.65,0.0896,60,175,235,13.75
14180,2012-08-19,3,1,8,0,False,0,False,1,0.66,0.6212,0.57,0.0896,44,143,187,13.75
14181,2012-08-19,3,1,8,1,False,0,False,1,0.64,0.6061,0.65,0.0,29,102,131,13.75
14182,2012-08-19,3,1,8,2,False,0,False,2,0.62,0.6061,0.69,0.0896,16,103,119,13.75
14183,2012-08-19,3,1,8,3,False,0,False,2,0.62,0.6061,0.61,0.1642,21,34,55,13.75
14184,2012-08-19,3,1,8,4,False,0,False,2,0.62,0.6061,0.65,0.1642,4,22,26,13.75
14185,2012-08-19,3,1,8,5,False,0,False,2,0.6,0.5909,0.73,0.1343,3,8,11,13.75
14186,2012-08-19,3,1,8,6,False,0,False,2,0.62,0.6061,0.69,0.1045,5,15,20,13.75
14187,2012-08-19,3,1,8,7,False,0,False,2,0.62,0.6061,0.69,0.1343,12,29,41,13.75
14188,2012-08-19,3,1,8,8,False,0,False,2,0.64,0.6061,0.69,0.1045,34,90,124,13.75
14189,2012-08-19,3,1,8,9,False,0,False,2,0.66,0.6212,0.74,0.0,86,184,270,13.75
14190,2012-08-19,3,1,8,10,False,0,False,2,0.68,0.6364,0.69,0.0,138,287,425,13.75
14191,2012-08-19,3,1,8,11,False,0,False,3,0.64,0.5909,0.78,0.1642,83,189,272,13.75
14192,2012-08-19,3,1,8,12,False,0,False,3,0.64,0.6061,0.73,0.0,112,186,298,13.75
14193,2012-08-19,3,1,8,13,False,0,False,3,0.64,0.5758,0.83,0.1343,50,112,162,13.75
14194,2012-08-19,3,1,8,14,False,0,False,3,0.64,0.6061,0.73,0.0,41,108,149,13.75
14195,2012-08-19,3,1,8,15,False,0,False,2,0.64,0.6061,0.65,0.0,89,187,276,13.75
14196,2012-08-19,3,1,8,16,False,0,False,2,0.66,0.6212,0.65,0.0,97,259,356,13.75
14197,2012-08-19,3,1,8,17,False,0,False,2,0.64,0.5909,0.78,0.1045,76,267,343,13.75
14198,2012-08-19,3,1,8,18,False,0,False,2,0.64,0.5909,0.78,0.1045,86,291,377,13.75
14199,2012-08-19,3,1,8,19,False,0,False,2,0.64,0.6061,0.73,0.1343,72,269,341,13.75
14200,2012-08-19,3,1,8,20,False,0,False,2,0.64,0.6061,0.73,0.194,61,213,274,13.75
14201,2012-08-19,3,1,8,21,False,0,False,3,0.62,0.5909,0.78,0.0896,36,154,190,13.75
14202,2012-08-19,3,1,8,22,False,0,False,2,0.62,0.5909,0.78,0.1642,6,50,56,13.75
14203,2012-08-19,3,1,8,23,False,0,False,2,0.62,0.5909,0.73,0.0,7,39,46,13.75
14204,2012-08-20,3,1,8,0,False,1,True,2,0.6,0.5606,0.83,0.1045,1,25,26,13.75
14205,2012-08-20,3,1,8,1,False,1,True,1,0.6,0.5606,0.83,0.1642,0,10,10,13.75
14206,2012-08-20,3,1,8,2,False,1,True,1,0.6,0.5606,0.83,0.1642,0,5,5,13.75
14207,2012-08-20,3,1,8,3,False,1,True,1,0.6,0.5455,0.88,0.1045,0,3,3,13.75
14208,2012-08-20,3,1,8,4,False,1,True,2,0.6,0.5606,0.83,0.0896,0,7,7,13.75
14209,2012-08-20,3,1,8,5,False,1,True,2,0.6,0.5606,0.83,0.0,2,35,37,13.75
14210,2012-08-20,3,1,8,6,False,1,True,2,0.6,0.5758,0.78,0.1343,6,155,161,13.75
14211,2012-08-20,3,1,8,7,False,1,True,2,0.62,0.5909,0.78,0.1343,15,427,442,13.75
